Timestamp,Makine_Calisma,Insan_Toplam_Calisma,Tespit_Edilen_Insan_Sayisi,Insan_Kirma,Insan_Tasima,Insan_Kirma_Tespit,Insan_Tasima_Tespit,108_Durumu,106_Durumu,Insan_Durumu
1786,True,False,1.0,False,False,True,False,0,-1,0
1787,True,False,1.0,False,False,True,False,0,-1,0
1788,True,False,1.0,False,False,True,False,0,-1,0
1789,True,False,1.0,False,False,True,False,0,-1,0
1790,True,False,1.0,False,False,True,False,0,-1,0
1791,True,False,1.0,False,False,True,False,0,-1,0
1792,True,False,1.0,False,False,True,False,0,-1,0
1793,True,False,1.0,False,False,True,False,0,-1,0
1794,True,False,1.0,False,False,True,False,0,-1,0
1795,True,False,1.0,False,False,True,False,0,-1,0
1796,True,False,1.0,False,False,True,False,0,-1,0
1797,True,False,1.0,False,False,True,False,0,-1,0
1798,True,False,1.0,False,False,True,False,0,-1,0
1799,True,False,1.0,False,False,True,False,0,-1,0
1800,True,False,1.0,False,False,True,False,0,-1,0
1801,True,False,1.0,False,False,True,False,0,-1,0
1802,True,False,1.0,False,False,True,False,0,-1,0
1803,True,False,1.0,False,False,True,False,0,-1,0
1804,True,False,1.0,False,False,True,False,0,-1,0
1805,True,False,1.0,False,False,True,False,0,-1,0
1806,True,False,1.0,False,False,True,False,0,-1,0
1807,True,False,1.0,False,False,True,False,0,-1,0
1808,True,False,1.0,False,False,True,False,0,-1,0
1809,True,False,1.0,False,False,True,False,0,-1,0
1810,True,False,1.0,False,False,True,False,0,-1,0
1811,True,False,1.0,False,False,True,False,0,-1,0
1812,True,False,1.0,False,False,True,False,0,-1,0
1813,True,False,1.0,False,False,True,False,0,-1,0
1814,True,False,1.0,False,False,True,False,0,-1,0
1815,True,False,1.0,False,False,True,False,0,-1,0
1816,True,True,1.0,True,False,True,False,1,-1,1
1817,True,True,1.0,True,False,True,False,1,-1,1
1818,True,True,1.0,True,False,True,False,1,-1,1
1819,True,True,1.0,True,False,True,False,1,-1,1
1820,True,True,1.0,True,False,True,False,1,-1,1
1821,True,True,1.0,True,False,True,False,1,-1,1
