Timestamp,Tespit Edildi,Calisiyor,Tespit Edilen Insan Sayisi
1,False,False,0
2,False,False,0
3,False,False,0
4,True,False,1
5,True,False,1
6,False,False,0
7,False,False,0
8,False,False,0
9,False,False,0
10,False,False,0
11,False,False,0
12,False,False,0
13,False,False,0
14,False,False,0
15,False,False,0
16,False,False,0
17,False,False,0
18,False,False,0
19,False,False,0
20,False,False,0
21,False,False,0
22,False,False,0
23,False,False,0
24,False,False,0
25,False,False,0
26,False,False,0
27,False,False,0
28,False,False,0
29,False,False,0
30,False,False,0
31,False,False,0
32,False,False,0
33,False,False,0
34,False,False,0
35,False,False,0
36,False,False,0
37,False,False,0
38,False,False,0
39,False,False,0
40,False,False,0
41,False,False,0
42,False,False,0
43,False,False,0
44,False,False,0
45,False,False,0
46,False,False,0
47,False,False,0
48,False,False,0
49,False,False,0
50,False,False,0
51,False,False,0
52,False,False,0
53,False,False,0
54,False,False,0
55,False,False,0
56,False,False,0
57,False,False,0
58,False,False,0
59,False,False,0
60,False,False,0
61,False,False,0
62,False,False,0
63,False,False,0
64,False,False,0
65,False,False,0
66,False,False,0
67,False,False,0
68,False,False,0
69,False,False,0
70,False,False,0
71,False,False,0
72,False,False,0
73,False,False,0
74,False,False,0
75,False,False,0
76,False,False,0
77,False,False,0
78,False,False,0
79,False,False,0
80,False,False,0
81,False,False,0
82,False,False,0
83,False,False,0
84,False,False,0
85,False,False,0
86,False,False,0
87,False,False,0
88,False,False,0
89,False,False,0
90,False,False,0
91,False,False,0
92,False,False,0
93,False,False,0
94,False,False,0
95,False,False,0
96,False,False,0
97,False,False,0
98,False,False,0
99,True,False,1
100,True,False,1
101,True,False,1
102,True,False,1
103,True,False,1
104,True,False,1
105,True,False,1
106,True,False,1
107,True,False,1
108,True,False,1
109,True,False,1
110,True,False,1
111,True,False,1
112,True,False,1
113,True,False,1
114,True,False,1
115,True,False,2
116,True,False,1
117,False,False,0
118,False,False,0
119,False,False,0
120,False,False,0
121,False,False,0
122,False,False,0
123,True,False,1
124,True,False,1
125,True,False,1
126,True,False,1
127,True,False,1
128,True,False,1
129,True,False,1
130,True,False,1
131,True,False,1
132,True,False,1
133,True,False,1
134,False,False,0
135,False,False,0
136,False,False,0
137,False,False,0
138,False,False,0
139,False,False,0
140,False,False,0
141,False,False,0
142,False,False,0
143,False,False,0
144,False,False,0
145,False,False,0
146,False,False,0
147,False,False,0
148,False,False,0
149,False,False,0
150,False,False,0
151,False,False,0
152,False,False,0
153,False,False,0
154,False,False,0
155,False,False,0
156,False,False,0
157,False,False,0
158,False,False,0
159,False,False,0
160,False,False,0
161,False,False,0
162,False,False,0
163,False,False,0
164,False,False,0
165,False,False,0
166,False,False,0
167,False,False,0
168,False,False,0
169,False,False,0
170,False,False,0
171,False,False,0
172,False,False,0
173,False,False,0
174,False,False,0
175,False,False,0
176,False,False,0
177,False,False,0
178,False,False,0
179,False,False,0
180,False,False,0
181,False,False,0
182,False,False,0
183,False,False,0
184,False,False,0
185,False,False,0
186,False,False,0
187,False,False,0
188,False,False,0
189,False,False,0
190,False,False,0
191,False,False,0
192,False,False,0
193,False,False,0
194,False,False,0
195,False,False,0
196,False,False,0
197,False,False,0
198,False,False,0
199,False,False,0
200,False,False,0
201,False,False,0
202,True,False,1
203,True,False,1
204,True,False,1
205,True,False,1
206,True,False,1
207,True,False,1
208,True,False,1
209,True,False,1
210,True,False,1
211,True,False,1
212,True,False,1
213,False,False,0
214,True,False,1
215,False,False,0
216,False,False,0
217,False,False,0
218,False,False,0
219,False,False,0
220,False,False,0
221,False,False,0
222,False,False,0
223,False,False,0
224,False,False,0
225,False,False,0
226,False,False,0
227,False,False,0
228,False,False,0
229,False,False,0
230,False,False,0
231,False,False,0
232,False,False,0
233,False,False,0
234,False,False,0
235,False,False,0
236,False,False,0
237,False,False,0
238,False,False,0
239,False,False,0
240,False,False,0
241,False,False,0
242,False,False,0
243,False,False,0
244,False,False,0
245,True,False,1
246,True,False,1
247,True,False,1
248,True,False,1
249,False,False,0
250,False,False,0
251,False,False,0
252,False,False,0
253,False,False,0
254,False,False,0
255,False,False,0
256,False,False,0
257,False,False,0
258,False,False,0
259,False,False,0
260,True,False,1
261,True,False,1
262,True,False,1
263,True,False,1
264,True,False,1
265,True,False,1
266,True,False,1
267,True,False,1
268,True,False,1
269,True,False,1
270,True,False,1
271,True,False,1
272,True,False,1
273,True,False,1
274,True,False,1
275,True,False,1
276,True,False,1
277,True,False,1
278,True,False,1
279,True,False,1
280,True,False,1
281,True,False,1
282,True,False,1
283,True,False,1
284,True,False,1
285,True,False,1
286,True,False,1
287,True,False,1
288,True,False,1
289,True,False,1
290,True,False,1
291,True,False,1
292,True,False,1
293,True,False,1
294,True,False,1
295,True,False,1
296,True,False,1
297,True,False,1
298,True,False,1
299,True,False,1
300,True,False,1
301,True,False,1
302,True,False,1
303,True,False,1
304,True,False,1
305,True,False,1
306,True,False,1
307,True,False,1
308,True,False,1
309,True,False,1
310,True,False,1
311,True,False,1
312,True,False,1
313,True,False,1
314,True,False,1
315,True,False,1
316,True,False,1
