Timestamp,Tespit Edildi,Calisiyor,Tespit Edilen Insan Sayisi
1,False,False,0
2,False,False,0
3,False,False,0
4,False,False,0
5,False,False,0
6,False,False,0
7,False,False,0
8,False,False,0
9,False,False,0
10,False,False,0
11,False,False,0
12,False,False,0
13,False,False,0
14,False,False,0
15,False,False,0
16,False,False,0
17,False,False,0
18,False,False,0
19,False,False,0
20,False,False,0
21,False,False,0
22,False,False,0
23,False,False,0
24,False,False,0
25,False,False,0
26,False,False,0
27,False,False,0
28,True,False,1
29,True,False,1
30,True,False,1
31,True,False,1
32,True,False,1
33,False,False,0
34,False,False,0
35,False,False,0
36,False,False,0
37,False,False,0
38,False,False,0
39,False,False,0
40,False,False,0
41,False,False,0
42,False,False,0
43,False,False,0
44,False,False,0
45,False,False,0
46,False,False,0
47,False,False,0
48,False,False,0
49,False,False,0
50,False,False,0
51,False,False,0
52,False,False,0
53,False,False,0
54,True,False,1
55,False,False,0
56,False,False,0
57,False,False,0
58,False,False,0
59,False,False,0
60,False,False,0
61,False,False,0
62,False,False,0
63,False,False,0
64,False,False,0
65,False,False,0
66,False,False,0
67,False,False,0
68,False,False,0
69,False,False,0
70,False,False,0
71,False,False,0
72,True,False,1
73,True,False,1
74,True,False,1
75,True,False,1
76,True,False,1
77,True,False,1
78,True,False,1
79,True,False,1
80,True,False,1
81,True,False,1
82,True,False,1
83,True,False,1
84,True,False,1
85,True,False,1
86,True,False,1
87,True,False,1
88,True,False,1
89,True,True,1
90,True,True,1
91,True,True,1
92,True,True,1
93,True,True,1
94,True,True,1
95,True,True,1
96,True,True,1
97,True,True,1
98,True,True,1
99,True,True,1
100,True,True,1
101,True,True,1
102,True,True,1
103,True,True,1
104,True,True,1
105,True,True,1
106,True,True,1
107,True,True,1
108,False,False,0
109,False,False,0
110,False,False,0
111,False,False,0
112,False,False,0
113,False,False,0
114,False,False,0
115,False,False,0
116,False,False,0
117,False,False,0
118,False,False,0
119,False,False,0
120,False,False,0
121,False,False,0
122,False,False,0
123,False,False,0
124,False,False,0
125,False,False,0
126,False,False,0
127,False,False,0
128,False,False,0
129,True,False,1
130,True,False,1
131,True,False,1
132,True,True,1
133,True,True,1
134,True,True,1
135,True,False,1
136,True,False,1
137,True,False,1
138,True,False,1
139,True,False,1
140,True,False,1
141,True,False,1
142,True,False,1
143,True,False,1
144,True,False,1
145,True,False,1
146,True,False,1
147,True,False,1
148,True,False,1
149,True,False,1
150,True,True,1
151,True,True,1
152,True,True,1
153,True,True,1
154,True,True,1
155,True,True,1
156,True,True,1
157,True,True,1
158,True,True,1
159,True,True,1
160,True,True,1
161,True,True,1
162,True,True,1
163,True,True,1
164,True,True,1
165,True,True,1
166,True,True,1
167,True,True,1
168,True,True,1
169,True,True,1
170,True,True,1
171,True,True,1
172,True,True,1
173,True,True,1
174,True,True,1
175,True,True,1
176,True,True,1
177,True,True,1
178,True,True,1
179,True,True,1
180,True,True,1
181,True,True,1
182,True,True,1
183,True,True,1
184,True,True,1
185,True,True,1
186,True,True,1
187,True,True,1
188,True,True,1
189,True,True,1
190,True,True,1
191,True,False,1
192,True,False,1
193,True,False,1
194,True,False,1
195,True,False,1
196,True,False,1
197,False,False,0
198,False,False,0
199,False,False,0
200,False,False,0
201,False,False,0
202,False,False,0
203,False,False,0
204,False,False,0
205,False,False,0
206,False,False,0
207,False,False,0
208,False,False,0
209,True,False,1
210,True,False,1
211,True,False,1
212,True,True,1
213,True,True,1
214,True,True,1
215,True,True,1
216,True,True,1
217,True,True,1
218,True,True,1
219,True,True,1
220,True,True,1
221,True,True,1
222,True,True,1
223,True,True,1
224,True,True,1
225,True,True,1
226,True,True,1
227,True,True,1
228,True,True,1
229,True,True,1
230,True,True,1
231,False,False,0
232,True,False,1
233,False,False,0
234,False,False,0
235,False,False,0
236,True,True,1
237,True,True,1
238,True,True,1
239,True,False,1
240,False,False,0
241,False,False,0
242,False,False,0
243,True,True,1
244,False,False,0
245,False,False,0
246,False,False,0
247,False,False,0
248,False,False,0
249,False,False,0
250,False,False,0
251,False,False,0
252,False,False,0
253,False,False,0
254,False,False,0
255,False,False,0
256,False,False,0
257,False,False,0
258,False,False,0
259,False,False,0
260,False,False,0
261,False,False,0
262,False,False,0
263,False,False,0
264,False,False,0
265,False,False,0
266,False,False,0
267,False,False,0
268,False,False,0
269,False,False,0
270,False,False,0
271,False,False,0
272,False,False,0
273,False,False,0
274,False,False,0
275,False,False,0
276,False,False,0
277,False,False,0
278,False,False,0
279,False,False,0
280,False,False,0
281,False,False,0
282,False,False,0
283,False,False,0
284,False,False,0
285,False,False,0
286,False,False,0
287,False,False,0
288,False,False,0
289,False,False,0
290,False,False,0
291,False,False,0
292,False,False,0
293,False,False,0
294,False,False,0
295,False,False,0
296,False,False,0
297,False,False,0
298,False,False,0
299,False,False,0
300,False,False,0
301,False,False,0
302,False,False,0
303,False,False,0
304,False,False,0
305,False,False,0
306,False,False,0
307,False,False,0
308,False,False,0
309,False,False,0
310,False,False,0
311,False,False,0
312,False,False,0
313,False,False,0
314,False,False,0
315,False,False,0
316,False,False,0
