Timestamp,Tespit Edildi,Calisiyor,Tespit Edilen Insan Sayisi
1,True,False,1
2,True,True,1
3,True,False,1
4,True,False,1
5,True,False,1
6,True,False,1
7,True,False,1
8,True,False,1
9,True,False,1
10,True,False,1
11,True,False,1
12,True,False,1
13,True,False,1
14,True,False,1
15,True,False,1
16,True,False,1
17,True,False,1
18,True,False,1
19,True,False,1
20,True,False,1
21,True,False,1
22,True,False,1
23,True,False,1
24,True,False,1
25,True,False,1
26,True,False,1
27,True,False,1
28,True,False,1
29,True,False,1
30,True,False,1
31,True,False,1
32,True,False,1
33,True,True,1
34,True,True,1
35,True,True,1
36,True,True,1
37,True,True,1
38,True,True,1
39,True,False,1
40,True,False,1
41,True,False,1
42,True,False,1
43,True,False,1
44,True,False,2
45,True,False,1
46,True,False,1
47,True,False,1
48,True,False,1
49,True,False,1
50,True,False,1
51,True,False,1
52,True,False,1
53,True,False,1
54,True,False,1
55,True,True,1
56,True,True,1
57,True,True,1
58,True,False,1
59,True,False,1
60,True,False,1
61,True,False,1
62,True,False,2
63,True,False,2
64,True,False,1
65,True,False,1
66,True,False,1
67,True,False,1
68,True,False,1
69,True,False,1
70,True,False,1
71,True,False,1
72,True,False,1
73,True,True,1
74,True,True,1
75,True,False,1
76,True,False,1
77,True,False,1
78,False,False,0
79,True,False,2
80,True,False,1
81,True,False,1
82,True,False,1
83,True,False,1
84,True,False,1
85,True,False,1
86,True,False,1
87,True,True,1
88,True,True,1
89,True,False,1
90,True,True,1
91,True,True,1
92,True,True,1
93,True,True,1
94,True,True,1
95,True,True,1
96,True,True,1
97,True,True,1
98,True,True,1
99,True,True,1
100,True,True,1
101,True,True,1
102,True,True,1
103,True,True,1
104,True,False,1
105,True,False,1
106,True,False,1
107,True,False,3
108,True,False,1
109,True,False,3
110,True,False,1
111,True,True,1
112,True,True,1
113,True,False,1
114,True,True,1
115,True,True,1
116,True,True,1
117,True,True,1
118,True,True,1
119,True,True,1
120,True,True,1
121,True,False,1
122,True,True,1
123,True,False,1
124,True,False,1
125,True,False,1
126,True,False,1
127,True,False,1
128,True,False,1
129,True,False,1
130,True,False,1
131,True,False,1
132,True,False,1
133,True,False,1
134,True,False,1
135,True,False,1
136,True,True,1
137,True,True,1
138,True,True,1
139,True,True,1
140,True,True,1
141,True,True,1
142,True,True,1
143,True,True,1
144,True,True,1
145,True,False,1
146,True,False,1
147,True,False,1
148,True,False,1
149,True,False,1
150,True,True,1
151,True,True,1
152,True,True,1
153,True,True,1
154,True,True,1
155,True,True,1
156,True,False,1
157,True,False,1
158,True,False,1
159,True,False,1
160,False,False,0
161,True,False,2
162,False,False,0
163,True,False,1
164,True,False,1
165,True,False,1
166,True,False,1
167,True,False,1
168,True,False,1
169,True,True,1
170,True,False,1
171,True,False,1
172,True,False,1
173,True,False,1
174,True,False,2
175,True,False,1
176,True,False,1
177,True,False,1
178,True,False,1
179,True,False,1
180,True,False,1
181,True,False,1
182,True,False,1
183,True,True,1
184,True,True,1
185,True,False,1
186,True,False,1
187,True,False,1
188,True,False,1
189,True,False,1
190,True,False,1
191,True,False,1
192,True,True,1
193,True,True,1
194,True,True,1
195,True,True,1
196,True,True,1
197,True,False,1
198,True,False,1
199,True,False,1
200,True,False,1
201,True,False,1
202,True,False,1
203,True,False,1
204,True,False,1
205,True,False,1
206,True,False,1
207,True,True,1
208,True,True,1
209,True,True,1
210,True,True,1
211,True,True,1
212,True,True,1
213,True,True,1
214,True,False,1
215,True,False,1
216,True,False,1
217,True,False,1
218,True,False,2
219,True,False,1
220,True,False,1
221,True,False,1
222,True,False,1
223,True,False,1
224,True,False,1
225,True,False,1
226,True,False,1
227,True,False,1
228,True,True,1
229,True,True,1
230,True,True,1
231,True,True,1
232,True,True,1
233,True,True,1
234,True,True,1
235,True,True,1
236,True,False,1
237,True,False,1
238,True,False,1
239,True,True,1
240,True,True,1
241,True,False,1
242,True,False,1
243,True,False,1
244,True,False,1
245,True,False,1
246,True,False,1
247,True,False,1
248,True,False,1
249,True,False,1
250,False,False,0
251,True,False,1
252,True,False,1
253,True,False,1
254,True,False,1
255,True,True,1
256,True,False,1
257,True,False,1
258,True,False,1
259,True,False,1
260,True,False,1
261,True,False,1
262,False,False,0
263,True,False,1
264,True,False,1
265,True,False,1
266,True,False,1
267,True,False,1
268,True,False,1
269,True,False,1
