Timestamp,Tespit Edildi,Calisiyor,Tespit Edilen Insan Sayisi
1,True,False,1
2,True,False,1
3,True,False,1
4,True,False,1
5,True,False,1
6,True,False,1
7,True,False,1
8,True,False,1
9,True,False,1
10,True,False,1
11,True,False,1
12,True,False,1
13,True,False,1
14,False,False,0
15,False,False,0
16,False,False,0
17,False,False,0
18,False,False,0
19,False,False,0
20,False,False,0
21,False,False,0
22,True,False,1
23,True,False,1
24,True,False,1
25,True,False,1
26,True,False,1
27,True,False,1
28,True,False,1
29,True,True,1
30,True,True,1
31,True,True,1
32,True,True,1
33,True,False,1
34,True,False,1
35,True,False,1
36,True,False,1
37,True,False,3
38,False,False,0
39,False,False,0
40,False,False,0
41,False,False,0
42,False,False,0
43,True,False,3
44,True,False,1
45,True,False,1
46,True,False,1
47,True,True,1
48,True,False,1
49,True,False,1
50,True,False,1
51,True,True,1
52,True,False,1
53,True,True,1
54,True,False,1
55,True,False,1
56,True,False,1
57,True,False,1
58,True,False,1
59,True,False,1
60,True,False,1
61,True,False,1
62,True,False,1
63,True,False,1
64,True,False,1
65,True,False,1
66,True,False,1
67,True,False,1
68,True,False,2
69,True,False,3
70,True,False,3
71,True,False,2
72,True,False,1
73,True,False,1
74,True,False,1
75,True,False,1
76,True,False,1
77,True,False,1
78,True,False,1
79,True,False,1
80,True,False,1
81,True,False,1
82,True,False,1
83,True,False,1
84,True,True,1
85,True,True,1
86,True,True,1
87,True,False,1
88,True,False,1
89,True,False,1
90,True,False,1
91,True,False,1
92,True,False,1
93,False,False,0
94,False,False,0
95,False,False,0
96,False,False,0
97,False,False,0
98,False,False,0
99,True,False,1
100,True,False,1
101,True,False,1
102,True,False,1
103,True,False,1
104,True,False,1
105,True,False,1
106,True,False,1
107,True,False,1
108,True,False,1
109,True,False,1
110,True,False,1
111,True,False,1
112,True,True,1
113,True,True,1
114,True,False,1
115,True,False,1
116,True,False,1
117,True,False,1
118,True,False,1
119,True,False,1
120,True,False,1
121,True,False,1
122,True,False,1
123,True,False,1
124,True,False,1
125,True,True,1
126,True,True,1
127,True,True,1
128,True,True,1
